변환,한국은행 기준금리,국고채(3년) 시장금리,국고채(10년) 시장금리,"회사채(3년, AA-) 시장금리",원달러 환율
2019-01-02,1.75,1.802,1.948,2.27,"1,118.10"
2019-01-03,1.75,1.796,1.955,2.265,"1,119.00"
2019-01-04,1.75,1.797,1.972,2.259,"1,127.50"
2019-01-07,1.75,1.807,1.977,2.268,"1,125.20"
2019-01-08,1.75,1.81,1.994,2.269,"1,118.00"
2019-01-09,1.75,1.809,1.985,2.27,"1,121.70"
2019-01-10,1.75,1.796,1.964,2.259,"1,121.60"
2019-01-11,1.75,1.804,1.992,2.262,"1,118.90"
2019-01-14,1.75,1.797,1.973,2.257,"1,117.60"
2019-01-15,1.75,1.797,1.968,2.258,"1,121.40"
2019-01-16,1.75,1.803,1.982,2.258,"1,120.10"
2019-01-17,1.75,1.795,1.976,2.255,"1,122.00"
2019-01-18,1.75,1.814,2.008,2.267,"1,121.40"
2019-01-21,1.75,1.821,2.028,2.271,"1,121.30"
2019-01-22,1.75,1.803,1.997,2.255,"1,126.50"
2019-01-23,1.75,1.803,1.984,2.256,"1,130.20"
2019-01-24,1.75,1.81,1.993,2.261,"1,128.20"
2019-01-25,1.75,1.812,2.005,2.261,"1,128.00"
2019-01-28,1.75,1.82,2.019,2.267,"1,125.10"
2019-01-29,1.75,1.823,2.035,2.269,"1,116.90"
2019-01-30,1.75,1.827,2.051,2.272,"1,118.10"
2019-01-31,1.75,1.809,2.001,2.256,"1,117.20"
2019-02-01,1.75,1.803,1.983,2.251,"1,111.60"
2019-02-07,1.75,1.801,1.995,2.249,"1,116.80"
2019-02-08,1.75,1.786,1.965,2.234,"1,123.40"
2019-02-11,1.75,1.781,1.943,2.229,"1,124.50"
2019-02-12,1.75,1.796,1.978,2.242,"1,124.50"
2019-02-13,1.75,1.801,1.987,2.247,"1,124.60"
2019-02-14,1.75,1.794,1.99,2.242,"1,121.70"
2019-02-15,1.75,1.779,1.962,2.231,"1,125.00"
2019-02-18,1.75,1.804,1.997,2.251,"1,127.70"
2019-02-19,1.75,1.8,1.996,2.249,"1,124.70"
2019-02-20,1.75,1.802,1.992,2.252,"1,127.50"
2019-02-21,1.75,1.811,2.01,2.258,"1,122.60"
2019-02-22,1.75,1.814,2.008,2.26,"1,124.40"
2019-02-25,1.75,1.819,2.012,2.265,"1,125.70"
2019-02-26,1.75,1.816,2.003,2.261,"1,120.80"
2019-02-27,1.75,1.808,1.985,2.254,"1,118.30"
2019-02-28,1.75,1.813,1.987,2.261,"1,117.80"
2019-03-04,1.75,1.834,2.027,2.281,"1,119.90"
2019-03-05,1.75,1.836,2.029,2.283,"1,125.00"
2019-03-06,1.75,1.828,2.021,2.278,"1,125.80"
2019-03-07,1.75,1.817,2.005,2.269,"1,127.80"
2019-03-08,1.75,1.802,1.973,2.255,"1,128.30"
2019-03-11,1.75,1.81,1.986,2.261,"1,134.00"
2019-03-12,1.75,1.81,1.991,2.262,"1,134.50"
2019-03-13,1.75,1.795,1.966,2.248,"1,128.70"
2019-03-14,1.75,1.793,1.978,2.246,"1,131.50"
2019-03-15,1.75,1.803,1.989,2.256,"1,132.70"
2019-03-18,1.75,1.812,1.994,2.264,"1,136.10"
2019-03-19,1.75,1.81,1.979,2.262,"1,133.70"
2019-03-20,1.75,1.813,1.981,2.265,"1,130.90"
2019-03-21,1.75,1.793,1.932,2.247,"1,130.40"
2019-03-22,1.75,1.8,1.934,2.254,"1,125.80"
2019-03-25,1.75,1.77,1.888,2.225,"1,129.80"
2019-03-26,1.75,1.763,1.905,2.217,"1,134.90"
2019-03-27,1.75,1.722,1.845,2.187,"1,132.10"
2019-03-28,1.75,1.679,1.81,2.151,"1,134.70"
2019-03-29,1.75,1.69,1.833,2.163,"1,137.80"
2019-04-01,1.75,1.726,1.866,2.197,"1,136.10"
2019-04-02,1.75,1.706,1.856,2.178,"1,132.70"
2019-04-03,1.75,1.72,1.889,2.193,"1,135.80"
2019-04-04,1.75,1.72,1.877,2.194,"1,134.90"
2019-04-05,1.75,1.735,1.893,2.207,"1,135.50"
2019-04-08,1.75,1.723,1.868,2.196,"1,136.40"
2019-04-09,1.75,1.725,1.872,2.197,"1,141.40"
2019-04-10,1.75,1.731,1.871,2.201,"1,142.80"
2019-04-11,1.75,1.732,1.867,2.202,"1,141.20"
2019-04-12,1.75,1.733,1.881,2.204,"1,139.20"
2019-04-15,1.75,1.761,1.926,2.23,"1,140.50"
2019-04-16,1.75,1.765,1.932,2.234,"1,133.90"
2019-04-17,1.75,1.778,1.947,2.249,"1,135.70"
2019-04-18,1.75,1.741,1.893,2.215,"1,136.10"
2019-04-19,1.75,1.756,1.899,2.228,"1,136.20"
2019-04-22,1.75,1.769,1.929,2.241,"1,137.10"
2019-04-23,1.75,1.768,1.923,2.238,"1,140.80"
2019-04-24,1.75,1.749,1.912,2.219,"1,141.10"
2019-04-25,1.75,1.724,1.879,2.195,"1,146.90"
2019-04-26,1.75,1.72,1.876,2.191,"1,158.70"
2019-04-29,1.75,1.712,1.864,2.184,"1,159.70"
2019-04-30,1.75,1.699,1.845,2.171,"1,158.20"
2019-05-02,1.75,1.732,1.885,2.201,"1,163.80"
2019-05-03,1.75,1.739,1.9,2.204,"1,163.90"
2019-05-07,1.75,1.723,1.885,2.189,"1,169.40"
2019-05-08,1.75,1.717,1.878,2.184,"1,169.80"
2019-05-09,1.75,1.708,1.861,2.176,"1,169.90"
2019-05-10,1.75,1.719,1.873,2.187,"1,175.80"
2019-05-13,1.75,1.721,1.874,2.186,"1,178.10"
2019-05-14,1.75,1.711,1.868,2.177,"1,183.10"
2019-05-15,1.75,1.71,1.865,2.175,"1,187.00"
2019-05-16,1.75,1.675,1.82,2.146,"1,189.40"
2019-05-17,1.75,1.67,1.822,2.145,"1,189.80"
2019-05-20,1.75,1.681,1.847,2.157,"1,192.70"
2019-05-21,1.75,1.663,1.83,2.142,"1,192.90"
2019-05-22,1.75,1.667,1.828,2.144,"1,193.30"
2019-05-23,1.75,1.648,1.808,2.131,"1,194.60"
2019-05-24,1.75,1.643,1.792,2.126,"1,191.20"
2019-05-27,1.75,1.652,1.797,2.131,"1,189.60"
2019-05-28,1.75,1.654,1.793,2.13,"1,184.10"
2019-05-29,1.75,1.619,1.741,2.103,"1,187.60"
2019-05-30,1.75,1.626,1.741,2.11,"1,193.10"
2019-05-31,1.75,1.587,1.682,2.075,"1,190.00"
2019-06-03,1.75,1.575,1.691,2.074,"1,191.20"
2019-06-04,1.75,1.57,1.684,2.07,"1,183.00"
2019-06-05,1.75,1.542,1.654,2.05,"1,181.50"
2019-06-07,1.75,1.537,1.656,2.047,"1,179.80"
2019-06-10,1.75,1.533,1.661,2.048,"1,179.50"
2019-06-11,1.75,1.542,1.68,2.053,"1,184.00"
2019-06-12,1.75,1.469,1.6,1.999,"1,181.70"
2019-06-13,1.75,1.48,1.613,2.002,"1,181.70"
2019-06-14,1.75,1.47,1.591,1.989,"1,184.70"
2019-06-17,1.75,1.491,1.621,2.005,"1,184.00"
2019-06-18,1.75,1.493,1.614,2.007,"1,186.30"
2019-06-19,1.75,1.484,1.601,1.995,"1,185.00"
2019-06-20,1.75,1.42,1.545,1.939,"1,177.00"
2019-06-21,1.75,1.44,1.569,1.949,"1,167.70"
2019-06-24,1.75,1.44,1.563,1.949,"1,162.00"
2019-06-25,1.75,1.478,1.584,1.971,"1,157.90"
2019-06-26,1.75,1.496,1.605,1.982,"1,154.70"
2019-06-27,1.75,1.494,1.616,1.984,"1,158.20"
2019-06-28,1.75,1.472,1.596,1.967,"1,156.80"
2019-07-01,1.75,1.479,1.608,1.974,"1,156.40"
2019-07-02,1.75,1.463,1.586,1.958,"1,155.40"
2019-07-03,1.75,1.429,1.534,1.925,"1,164.80"
2019-07-04,1.75,1.416,1.523,1.915,"1,170.40"
2019-07-05,1.75,1.423,1.533,1.923,"1,169.20"
2019-07-08,1.75,1.422,1.53,1.922,"1,170.40"
2019-07-09,1.75,1.424,1.538,1.923,"1,178.50"
2019-07-10,1.75,1.438,1.562,1.938,"1,179.90"
2019-07-11,1.75,1.419,1.547,1.92,"1,181.40"
2019-07-12,1.75,1.424,1.569,1.927,"1,173.80"
2019-07-15,1.75,1.434,1.582,1.937,"1,177.30"
2019-07-16,1.75,1.431,1.573,1.934,"1,179.20"
2019-07-17,1.75,1.399,1.546,1.903,"1,178.50"
2019-07-18,1.5,1.345,1.472,1.85,"1,180.40"
2019-07-19,1.5,1.327,1.456,1.832,"1,179.50"
2019-07-22,1.5,1.333,1.465,1.837,"1,173.40"
2019-07-23,1.5,1.339,1.472,1.843,"1,177.60"
2019-07-24,1.5,1.321,1.465,1.83,"1,178.40"
2019-07-25,1.5,1.302,1.431,1.809,"1,178.20"
2019-07-26,1.5,1.308,1.426,1.817,"1,179.80"
2019-07-29,1.5,1.306,1.412,1.817,"1,184.20"
2019-07-30,1.5,1.301,1.409,1.812,"1,183.40"
2019-07-31,1.5,1.292,1.39,1.803,"1,182.00"
2019-08-01,1.5,1.309,1.41,1.822,"1,181.90"
2019-08-02,1.5,1.26,1.349,1.773,"1,188.50"
2019-08-05,1.5,1.172,1.253,1.693,"1,194.80"
2019-08-06,1.5,1.163,1.256,1.688,"1,211.80"
2019-08-07,1.5,1.153,1.251,1.678,"1,214.30"
2019-08-08,1.5,1.165,1.27,1.691,"1,214.50"
2019-08-09,1.5,1.186,1.286,1.707,"1,211.30"
2019-08-12,1.5,1.182,1.285,1.706,"1,209.70"
2019-08-13,1.5,1.15,1.229,1.678,"1,215.60"
2019-08-14,1.5,1.149,1.231,1.678,"1,218.90"
2019-08-16,1.5,1.095,1.172,1.626,"1,211.70"
2019-08-19,1.5,1.093,1.184,1.628,"1,213.30"
2019-08-20,1.5,1.101,1.198,1.636,"1,210.70"
2019-08-21,1.5,1.156,1.277,1.685,"1,210.20"
2019-08-22,1.5,1.13,1.229,1.658,"1,204.00"
2019-08-23,1.5,1.169,1.261,1.691,"1,205.10"
2019-08-26,1.5,1.121,1.191,1.648,"1,212.20"
2019-08-27,1.5,1.171,1.238,1.695,"1,218.20"
2019-08-28,1.5,1.18,1.244,1.701,"1,213.10"
2019-08-29,1.5,1.167,1.248,1.691,"1,213.50"
2019-08-30,1.5,1.168,1.276,1.693,"1,215.20"
2019-09-02,1.5,1.233,1.344,1.74,"1,209.60"
2019-09-03,1.5,1.228,1.331,1.734,"1,211.90"
2019-09-04,1.5,1.241,1.344,1.741,"1,215.20"
2019-09-05,1.5,1.259,1.367,1.76,"1,209.70"
2019-09-06,1.5,1.265,1.381,1.769,"1,199.60"
2019-09-09,1.5,1.235,1.353,1.742,"1,196.90"
2019-09-10,1.5,1.242,1.37,1.748,"1,192.40"
2019-09-11,1.5,1.258,1.397,1.764,"1,191.90"
2019-09-16,1.5,1.348,1.536,1.85,"1,191.40"
2019-09-17,1.5,1.315,1.5,1.822,"1,184.00"
2019-09-18,1.5,1.309,1.468,1.816,"1,188.30"
2019-09-19,1.5,1.329,1.463,1.835,"1,190.50"
2019-09-20,1.5,1.332,1.455,1.836,"1,195.10"
2019-09-23,1.5,1.331,1.462,1.837,"1,191.10"
2019-09-24,1.5,1.325,1.454,1.829,"1,193.10"
2019-09-25,1.5,1.304,1.424,1.807,"1,194.00"
2019-09-26,1.5,1.301,1.433,1.806,"1,198.30"
2019-09-27,1.5,1.301,1.438,1.806,"1,199.10"
2019-09-30,1.5,1.297,1.456,1.8,"1,201.30"
2019-10-01,1.5,1.323,1.498,1.824,"1,199.20"
2019-10-02,1.5,1.303,1.497,1.806,"1,198.20"
2019-10-04,1.5,1.21,1.373,1.717,"1,203.70"
2019-10-07,1.5,1.232,1.386,1.738,"1,197.00"
2019-10-08,1.5,1.264,1.429,1.766,"1,196.50"
2019-10-10,1.5,1.276,1.459,1.779,"1,194.70"
2019-10-11,1.5,1.281,1.488,1.785,"1,196.10"
2019-10-14,1.5,1.281,1.488,1.787,"1,189.30"
2019-10-15,1.5,1.281,1.499,1.791,"1,183.70"
2019-10-16,1.25,1.32,1.53,1.827,"1,184.10"
2019-10-17,1.25,1.375,1.578,1.879,"1,187.00"
2019-10-18,1.25,1.375,1.587,1.88,"1,186.60"
2019-10-21,1.25,1.408,1.66,1.912,"1,180.50"
2019-10-22,1.25,1.379,1.655,1.885,"1,175.40"
2019-10-23,1.25,1.388,1.654,1.894,"1,171.40"
2019-10-24,1.25,1.396,1.641,1.905,"1,173.70"
2019-10-25,1.25,1.435,1.677,1.943,"1,171.00"
2019-10-28,1.25,1.523,1.765,2.018,"1,174.20"
2019-10-29,1.25,1.499,1.777,1.994,"1,169.60"
2019-10-30,1.25,1.481,1.753,1.981,"1,166.50"
2019-10-31,1.25,1.466,1.728,1.973,"1,168.40"
2019-11-01,1.25,1.467,1.732,1.976,"1,161.70"
2019-11-04,1.25,1.55,1.827,2.053,"1,167.60"
2019-11-05,1.25,1.522,1.817,2.026,"1,160.40"
2019-11-06,1.25,1.53,1.82,2.033,"1,160.10"
2019-11-07,1.25,1.541,1.822,2.048,"1,157.50"
2019-11-08,1.25,1.518,1.803,2.023,"1,160.60"
2019-11-11,1.25,1.5,1.788,2.011,"1,156.10"
2019-11-12,1.25,1.564,1.842,2.064,"1,161.30"
2019-11-13,1.25,1.51,1.787,2.015,"1,163.50"
2019-11-14,1.25,1.515,1.785,2.016,"1,167.60"
2019-11-15,1.25,1.513,1.79,2.019,"1,170.40"
2019-11-18,1.25,1.518,1.781,2.023,"1,166.30"
2019-11-19,1.25,1.485,1.734,1.995,"1,164.50"
2019-11-20,1.25,1.45,1.671,1.965,"1,168.60"
2019-11-21,1.25,1.462,1.672,1.978,"1,170.10"
2019-11-22,1.25,1.456,1.687,1.972,"1,176.50"
2019-11-25,1.25,1.475,1.725,1.988,"1,177.80"
2019-11-26,1.25,1.475,1.707,1.989,"1,176.20"
2019-11-27,1.25,1.456,1.671,1.975,"1,174.40"
2019-11-28,1.25,1.43,1.667,1.957,"1,176.00"
2019-11-29,1.25,1.385,1.63,1.922,"1,179.30"
2019-12-02,1.25,1.425,1.688,1.957,"1,180.30"
2019-12-03,1.25,1.46,1.736,1.986,"1,180.40"
2019-12-04,1.25,1.406,1.657,1.939,"1,186.20"
2019-12-05,1.25,1.423,1.661,1.957,"1,193.70"
2019-12-06,1.25,1.43,1.68,1.969,"1,190.20"
2019-12-09,1.25,1.412,1.664,1.955,"1,189.70"
2019-12-10,1.25,1.39,1.616,1.949,"1,189.30"
2019-12-11,1.25,1.381,1.621,1.942,"1,192.00"
2019-12-12,1.25,1.382,1.619,1.942,"1,193.30"
2019-12-13,1.25,1.402,1.649,1.962,"1,188.60"
2019-12-16,1.25,1.369,1.612,1.935,"1,171.70"
2019-12-17,1.25,1.363,1.605,1.93,"1,172.90"
2019-12-18,1.25,1.357,1.606,1.927,"1,166.70"
2019-12-19,1.25,1.383,1.655,1.949,"1,165.30"
2019-12-20,1.25,1.392,1.673,1.959,"1,164.50"
2019-12-23,1.25,1.38,1.642,1.951,"1,162.60"
2019-12-24,1.25,1.37,1.631,1.945,"1,161.70"
2019-12-26,1.25,1.367,1.641,1.941,"1,163.70"
2019-12-27,1.25,1.37,1.683,1.944,"1,161.20"
2019-12-30,1.25,1.36,1.683,1.937,"1,160.90"
2019-12-31,1.25,1.36,1.683,1.937,"1,157.80"
2020-01-02,1.25,1.327,1.638,1.907,"1,157.80"
2020-01-03,1.25,1.27,1.555,1.858,"1,156.90"
2020-01-06,1.25,1.277,1.541,1.861,"1,162.70"
2020-01-07,1.25,1.331,1.613,1.911,"1,169.60"
2020-01-08,1.25,1.363,1.63,1.939,"1,165.30"
2020-01-09,1.25,1.416,1.687,1.983,"1,174.10"
2020-01-10,1.25,1.425,1.706,1.991,"1,160.00"
2020-01-13,1.25,1.418,1.729,1.989,"1,161.10"
2020-01-14,1.25,1.386,1.716,1.968,"1,155.70"
2020-01-15,1.25,1.391,1.695,1.972,"1,153.10"
2020-01-16,1.25,1.426,1.701,2.001,"1,158.80"
2020-01-17,1.25,1.433,1.741,2.01,"1,159.60"
2020-01-20,1.25,1.455,1.762,2.034,"1,158.80"
2020-01-21,1.25,1.395,1.689,1.986,"1,158.80"
2020-01-22,1.25,1.437,1.723,2.016,"1,164.70"
2020-01-23,1.25,1.424,1.704,2.006,"1,165.10"
2020-01-28,1.25,1.352,1.603,1.94,"1,167.20"
2020-01-29,1.25,1.33,1.582,1.922,"1,176.70"
2020-01-30,1.25,1.301,1.553,1.897,"1,176.00"
2020-01-31,1.25,1.303,1.558,1.899,"1,183.50"
2020-02-03,1.25,1.291,1.547,1.884,"1,187.80"
2020-02-04,1.25,1.331,1.628,1.923,"1,196.00"
2020-02-05,1.25,1.307,1.601,1.901,"1,189.40"
2020-02-06,1.25,1.311,1.63,1.904,"1,188.50"
2020-02-07,1.25,1.28,1.601,1.874,"1,181.40"
2020-02-10,1.25,1.296,1.603,1.886,"1,187.20"
2020-02-11,1.25,1.299,1.602,1.888,"1,189.80"
2020-02-12,1.25,1.297,1.613,1.89,"1,184.10"
2020-02-13,1.25,1.275,1.609,1.873,"1,179.80"
2020-02-14,1.25,1.33,1.653,1.913,"1,181.50"
2020-02-17,1.25,1.32,1.622,1.906,"1,183.50"
2020-02-18,1.25,1.271,1.56,1.863,"1,182.20"
2020-02-19,1.25,1.284,1.559,1.875,"1,188.10"
2020-02-20,1.25,1.234,1.515,1.833,"1,190.80"
2020-02-21,1.25,1.182,1.443,1.782,"1,197.00"
2020-02-24,1.25,1.139,1.416,1.74,"1,205.60"
2020-02-25,1.25,1.171,1.429,1.765,"1,217.70"
2020-02-26,1.25,1.135,1.395,1.734,"1,212.70"
2020-02-27,1.25,1.194,1.443,1.79,"1,216.80"
2020-02-28,1.25,1.104,1.333,1.707,"1,215.90"
2020-03-02,1.25,1.128,1.372,1.728,"1,215.30"
2020-03-03,1.25,1.11,1.371,1.718,"1,200.30"
2020-03-04,1.25,1.029,1.299,1.644,"1,191.40"
2020-03-05,1.25,1.051,1.337,1.666,"1,186.40"
2020-03-06,1.25,1.078,1.37,1.692,"1,185.00"
2020-03-09,1.25,1.038,1.286,1.657,"1,191.40"
2020-03-10,1.25,1.082,1.355,1.708,"1,201.40"
2020-03-11,1.25,1.086,1.369,1.712,"1,196.70"
2020-03-12,1.25,1.062,1.387,1.707,"1,192.80"
2020-03-13,1.25,1.149,1.57,1.81,"1,202.00"
2020-03-16,1.25,1.099,1.524,1.765,"1,222.20"
2020-03-17,0.75,1.03,1.441,1.74,"1,219.60"
2020-03-18,0.75,1.05,1.502,1.77,"1,241.20"
2020-03-19,0.75,1.193,1.657,1.947,"1,237.80"
2020-03-20,0.75,1.107,1.611,1.945,"1,280.10"
2020-03-23,0.75,1.153,1.718,2.01,"1,254.10"
2020-03-24,0.75,1.127,1.708,2.006,"1,274.60"
2020-03-25,0.75,1.131,1.647,2.025,"1,256.00"
2020-03-26,0.75,1.067,1.502,2.035,"1,230.70"
2020-03-27,0.75,1.06,1.532,2.039,"1,227.90"
2020-03-30,0.75,1.098,1.562,2.074,"1,212.40"
2020-03-31,0.75,1.07,1.551,2.077,"1,222.60"
2020-04-01,0.75,1.092,1.545,2.099,"1,220.00"
2020-04-02,0.75,1.059,1.518,2.093,"1,222.20"
2020-04-03,0.75,1.066,1.548,2.1,"1,237.60"
2020-04-06,0.75,1.052,1.543,2.1,"1,229.80"
2020-04-07,0.75,1.047,1.58,2.1,"1,233.40"
2020-04-08,0.75,1.024,1.511,2.097,"1,222.40"
2020-04-09,0.75,0.986,1.438,2.093,"1,219.70"
2020-04-10,0.75,0.97,1.444,2.092,"1,216.40"
2020-04-13,0.75,0.996,1.469,2.12,"1,212.30"
2020-04-14,0.75,0.996,1.464,2.126,"1,218.70"
2020-04-16,0.75,0.982,1.411,2.123,"1,216.70"
2020-04-17,0.75,1.006,1.438,2.148,"1,227.50"
2020-04-20,0.75,1.013,1.444,2.153,"1,219.30"
2020-04-21,0.75,1.035,1.458,2.188,"1,218.70"
2020-04-22,0.75,1.046,1.532,2.203,"1,231.30"
2020-04-23,0.75,1.036,1.545,2.203,"1,235.20"
2020-04-24,0.75,1.018,1.546,2.201,"1,232.00"
2020-04-27,0.75,1.026,1.576,2.215,"1,235.80"
2020-04-28,0.75,1.033,1.56,2.224,"1,230.30"
2020-04-29,0.75,1.006,1.518,2.218,"1,225.20"
2020-05-04,0.75,0.975,1.499,2.203,"1,218.50"
2020-05-06,0.75,0.96,1.508,2.202,"1,227.80"
2020-05-07,0.75,0.946,1.48,2.198,"1,223.30"
2020-05-08,0.75,0.914,1.426,2.182,"1,226.50"
2020-05-11,0.75,0.926,1.462,2.198,"1,217.70"
2020-05-12,0.75,0.886,1.424,2.173,"1,217.80"
2020-05-13,0.75,0.856,1.392,2.155,"1,226.70"
2020-05-14,0.75,0.869,1.381,2.17,"1,226.30"
2020-05-15,0.75,0.874,1.383,2.176,"1,227.90"
2020-05-18,0.75,0.887,1.394,2.188,"1,229.30"
2020-05-19,0.75,0.876,1.391,2.185,"1,231.60"
2020-05-20,0.75,0.868,1.358,2.181,"1,224.50"
2020-05-21,0.75,0.856,1.342,2.177,"1,227.80"
2020-05-22,0.75,0.837,1.347,2.165,"1,230.70"
2020-05-25,0.75,0.815,1.316,2.152,"1,236.20"
2020-05-26,0.75,0.839,1.328,2.176,"1,242.00"
2020-05-27,0.75,0.863,1.34,2.196,"1,237.10"
2020-05-28,0.5,0.818,1.343,2.157,"1,233.70"
2020-05-29,0.5,0.826,1.374,2.158,"1,239.40"
2020-06-01,0.5,0.831,1.395,2.164,"1,237.60"
2020-06-02,0.5,0.851,1.378,2.182,"1,227.80"
2020-06-03,0.5,0.866,1.426,2.199,"1,224.10"
2020-06-04,0.5,0.886,1.432,2.217,"1,216.90"
2020-06-05,0.5,0.894,1.452,2.224,"1,217.40"
2020-06-08,0.5,0.902,1.453,2.227,"1,213.10"
2020-06-09,0.5,0.861,1.397,2.204,"1,204.20"
2020-06-10,0.5,0.84,1.398,2.205,"1,197.70"
2020-06-11,0.5,0.837,1.383,2.204,"1,194.40"
2020-06-12,0.5,0.841,1.388,2.21,"1,192.80"
2020-06-15,0.5,0.861,1.424,2.229,"1,206.60"
2020-06-16,0.5,0.86,1.402,2.225,"1,210.80"
2020-06-17,0.5,0.874,1.409,2.244,"1,206.60"
2020-06-18,0.5,0.842,1.37,2.225,"1,214.50"
2020-06-19,0.5,0.844,1.38,2.23,"1,213.00"
2020-06-22,0.5,0.846,1.39,2.232,"1,212.00"
2020-06-23,0.5,0.827,1.385,2.224,"1,213.20"
2020-06-24,0.5,0.819,1.363,2.221,"1,210.10"
2020-06-25,0.5,0.817,1.344,2.22,"1,202.90"
2020-06-26,0.5,0.811,1.327,2.22,"1,205.20"
2020-06-29,0.5,0.842,1.365,2.246,"1,198.60"
2020-06-30,0.5,0.842,1.373,2.25,"1,200.70"
2020-07-01,0.5,0.847,1.402,2.251,"1,198.50"
2020-07-02,0.5,0.831,1.377,2.235,"1,201.60"
2020-07-03,0.5,0.838,1.387,2.239,"1,201.00"
2020-07-06,0.5,0.854,1.41,2.249,"1,200.40"
2020-07-07,0.5,0.843,1.388,2.236,"1,196.80"
2020-07-08,0.5,0.839,1.377,2.232,"1,192.90"
2020-07-09,0.5,0.84,1.391,2.235,"1,195.80"
2020-07-10,0.5,0.849,1.397,2.237,"1,194.50"
2020-07-13,0.5,0.86,1.42,2.249,"1,202.40"
2020-07-14,0.5,0.854,1.418,2.246,"1,200.30"
2020-07-15,0.5,0.847,1.414,2.241,"1,206.40"
2020-07-16,0.5,0.829,1.378,2.227,"1,200.70"
2020-07-17,0.5,0.812,1.348,2.214,"1,204.10"
2020-07-20,0.5,0.801,1.334,2.205,"1,205.70"
2020-07-21,0.5,0.818,1.356,2.216,"1,203.70"
2020-07-22,0.5,0.81,1.346,2.209,"1,198.10"
2020-07-23,0.5,0.798,1.318,2.194,"1,193.70"
2020-07-24,0.5,0.799,1.305,2.189,"1,198.50"
2020-07-27,0.5,0.803,1.304,2.188,"1,201.30"
2020-07-28,0.5,0.813,1.329,2.194,"1,196.60"
2020-07-29,0.5,0.811,1.309,2.19,"1,195.10"
2020-07-30,0.5,0.799,1.281,2.181,"1,195.20"
2020-07-31,0.5,0.796,1.296,2.177,"1,191.40"
2020-08-03,0.5,0.799,1.306,2.177,"1,189.10"
2020-08-04,0.5,0.802,1.306,2.179,"1,193.70"
2020-08-05,0.5,0.795,1.293,2.168,"1,193.50"
2020-08-06,0.5,0.807,1.306,2.172,"1,190.30"
2020-08-07,0.5,0.81,1.319,2.174,"1,184.30"
2020-08-10,0.5,0.83,1.363,2.191,"1,185.90"
2020-08-11,0.5,0.818,1.345,2.183,"1,186.70"
2020-08-12,0.5,0.827,1.373,2.192,"1,184.90"
2020-08-13,0.5,0.815,1.362,2.184,"1,186.00"
2020-08-14,0.5,0.828,1.396,2.195,"1,183.60"
2020-08-18,0.5,0.81,1.357,2.182,"1,185.80"
2020-08-19,0.5,0.805,1.347,2.177,"1,185.10"
2020-08-20,0.5,0.813,1.379,2.183,"1,182.30"
2020-08-21,0.5,0.854,1.41,2.204,"1,186.30"
2020-08-24,0.5,0.824,1.378,2.185,"1,185.30"
2020-08-25,0.5,0.825,1.387,2.188,"1,190.00"
2020-08-26,0.5,0.835,1.404,2.197,"1,186.30"
2020-08-27,0.5,0.852,1.421,2.212,"1,187.00"
2020-08-28,0.5,0.893,1.486,2.24,"1,185.70"
2020-08-31,0.5,0.94,1.516,2.264,"1,185.10"
2020-09-01,0.5,0.977,1.582,2.291,"1,183.30"
2020-09-02,0.5,0.923,1.539,2.261,"1,184.60"
2020-09-03,0.5,0.919,1.524,2.261,"1,186.20"
2020-09-04,0.5,0.929,1.527,2.268,"1,187.50"
2020-09-07,0.5,0.973,1.572,2.287,"1,190.20"
2020-09-08,0.5,0.949,1.555,2.269,"1,187.20"
2020-09-09,0.5,0.915,1.518,2.244,"1,187.90"
2020-09-10,0.5,0.915,1.517,2.243,"1,189.60"
2020-09-11,0.5,0.926,1.53,2.251,"1,185.30"
2020-09-14,0.5,0.919,1.517,2.247,"1,188.30"
2020-09-15,0.5,0.907,1.503,2.238,"1,184.20"
2020-09-16,0.5,0.91,1.485,2.233,"1,180.50"
2020-09-17,0.5,0.914,1.508,2.236,"1,177.80"
2020-09-18,0.5,0.907,1.503,2.232,"1,175.40"
2020-09-21,0.5,0.904,1.493,2.232,"1,163.60"
2020-09-22,0.5,0.897,1.472,2.228,"1,160.60"
2020-09-23,0.5,0.883,1.447,2.217,"1,163.90"
2020-09-24,0.5,0.857,1.437,2.2,"1,164.40"
2020-09-25,0.5,0.855,1.424,2.2,"1,170.30"
2020-09-28,0.5,0.843,1.426,2.192,"1,170.50"
2020-09-29,0.5,0.846,1.43,2.193,"1,173.50"
2020-10-05,0.5,0.881,1.479,2.221,"1,169.50"
2020-10-06,0.5,0.905,1.531,2.242,"1,163.40"
2020-10-07,0.5,0.91,1.533,2.244,"1,160.00"
2020-10-08,0.5,0.907,1.543,2.241,"1,162.50"
2020-10-12,0.5,0.925,1.553,2.251,"1,156.20"
2020-10-13,0.5,0.923,1.527,2.248,"1,148.30"
2020-10-14,0.5,0.901,1.513,2.237,"1,149.50"
2020-10-15,0.5,0.877,1.478,2.22,"1,145.70"
2020-10-16,0.5,0.888,1.493,2.23,"1,144.60"
2020-10-19,0.5,0.891,1.441,2.229,"1,145.60"
2020-10-20,0.5,0.911,1.462,2.241,"1,142.20"
2020-10-21,0.5,0.934,1.522,2.259,"1,139.70"
2020-10-22,0.5,0.925,1.507,2.246,"1,133.70"
2020-10-23,0.5,0.91,1.495,2.235,"1,134.10"
2020-10-26,0.5,0.908,1.482,2.231,"1,134.60"
